index,value
2490,-451
2491,-475
2492,-382
2493,-422
2494,-1308
2495,-1350
2496,1171
2497,10588
2498,8448
2499,862
2500,-204
2501,-964
2502,-911
2503,-971
2504,-832
2505,-939
2506,-1232
2507,-1097
2508,-1131
2509,-868
2510,-669
2511,-569
2512,-465
2513,-180
2514,85
2515,413
2516,806
2517,930
2518,1010
2519,829
2520,666
2521,265
2522,-252
2523,-529
2524,-572
2525,-626
2526,-626
2527,-662
2528,-680
2529,-631
2530,-568
2531,-409
2532,-353
2533,-271
2534,-198
2535,-308
2536,-527
2537,-1023
2538,-1398
2539,5634
2540,11871
2541,2483
2542,-781
2543,-510
2544,-721
2545,-564
2546,-910
2547,-789
2548,-1018
2549,-984
2550,-1091
2551,-956
2552,-751
2553,-571
2554,-538
2555,-432
2556,-169
2557,61
2558,367
2559,713
2560,946
2561,977
2562,889
2563,597
2564,31
2565,-299
2566,-457
2567,-592
2568,-606
2569,-611
2570,-686
2571,-629
2572,-576
2573,-509
2574,-487
2575,-478
2576,-497
2577,-492
2578,-449
2579,-442
2580,-468
2581,-514
2582,-553
2583,-577
2584,-600
2585,-608
2586,-613
2587,-615
2588,-612
2589,-561
2590,-548
2591,-381
2592,-331
2593,-357
2594,-349
2595,-351
2596,-433
2597,-1462
2598,-1105
2599,2341
2600,12006
2601,7742
2602,361
2603,-1022
2604,-925
2605,-1081
2606,-1086
2607,-892
2608,-1016
2609,-1299
2610,-1057
2611,-1054
2612,-688
2613,-490
2614,-461
2615,-445
2616,-414
2617,-424
2618,-366
2619,-437
2620,-428
2621,-371
2622,-203
2623,-14
2624,308
2625,285
2626,77
2627,-221
2628,-365
2629,-436
2630,-377
2631,-342
2632,-427
2633,-548
2634,-627
2635,-676
2636,-688
2637,-720
2638,-720
2639,-592
2640,-452
2641,-620
2642,-704
2643,-1088
2644,4482
2645,12113
2646,4270
2647,-201
2648,-271
2649,-694
2650,-561
2651,-923
2652,-802
2653,-1186
2654,-1281
2655,-1275
2656,-1165
2657,-901
2658,-617
2659,-336
2660,-6
2661,303
2662,642
2663,951
2664,1265
2665,1651
2666,1790
2667,1559
2668,970
2669,294
2670,-274
2671,-515
2672,-538
2673,-552
2674,-625
2675,-752
2676,-704
2677,-658
2678,-604
2679,-545
2680,-470
2681,-371
2682,-119
2683,-123
2684,-881
2685,-1020
2686,2314
2687,11052
2688,6105
2689,-114
2690,-721
2691,-661
2692,-635
2693,-873
2694,-636
2695,-803
2696,-970
2697,-912
2698,-888
2699,-608
2700,-526
2701,-522
2702,-507
2703,-361
2704,-145
2705,-28
2706,197
2707,280
2708,398
2709,489
2710,326
2711,181
2712,-182
2713,-467
2714,-546
2715,-549
2716,-633
2717,-677
2718,-705
2719,-723
2720,-713
2721,-678
2722,-693
2723,-709
2724,-674
2725,-578
2726,-624
2727,-608
2728,-253
2729,-314
2730,-730
2731,-1232
2732,-469
2733,8432
2734,11064
2735,2512
2736,-691
2737,-635
2738,-1109
2739,-1013
2740,-1193
2741,-1103
2742,-1376
2743,-1223
2744,-1204
2745,-902
2746,-587
2747,-428
2748,-325
2749,-197
2750,-131
2751,-68
2752,44
2753,159
2754,327
2755,351
2756,412
2757,80
2758,-266
2759,-457
2760,-532
2761,-583
2762,-563
2763,-466
2764,-403
2765,-374
2766,-413
2767,-467
2768,-544
2769,-625
2770,-712
2771,-717
2772,-685
2773,-681
2774,-674
2775,-638
2776,-651
2777,-595
2778,-489
2779,-452
2780,-580
2781,-449
2782,-453
2783,-1578
2784,-1330
2785,531
2786,10344
2787,10489
2788,1804
2789,-274
2790,-693
2791,-1176
2792,-1139
2793,-1218
2794,-1274
2795,-1614
2796,-1417
2797,-1468
2798,-1049
2799,-699
2800,-495
2801,-444
2802,-268
2803,-121
2804,92
2805,250
2806,366
2807,601
2808,609
2809,678
2810,408
2811,140
2812,-283
2813,-412
2814,-505
2815,-645
2816,-651
2817,-644
2818,-694
2819,-682
2820,-624
2821,-602
2822,-588
2823,-575
2824,-587
2825,-596
2826,-561
2827,-519
2828,-487
2829,-430
2830,-451
2831,-488
2832,-504
2833,-526
2834,-586
2835,-655
2836,-649
2837,-641
2838,-604
2839,-588
2840,-591
2841,-608
2842,-605
2843,-606
2844,-520
2845,-551
2846,-495
2847,-446
2848,-533
2849,-499
2850,-377
2851,-553
2852,-1659
2853,-1397
2854,1908
2855,11431
2856,7997
2857,441
2858,-871
2859,-759
2860,-844
2861,-941
2862,-717
2863,-877
2864,-1226
2865,-1134
2866,-1227
2867,-960
2868,-784
2869,-725
2870,-690
2871,-629
2872,-432
2873,-208
2874,-14
2875,184
2876,480
2877,724
2878,937
2879,970
2880,840
2881,345
2882,-125
2883,-434
2884,-631
2885,-665
2886,-652
2887,-731
2888,-747
2889,-681
2890,-587
2891,-447
2892,-403
2893,-309
2894,-246
2895,-230
2896,-285
2897,-359
2898,-451
2899,-544
2900,-571
2901,-569
2902,-555
2903,-561
2904,-529
2905,-494
2906,-493
2907,-477
2908,-464
2909,-444
2910,-410
2911,-406
2912,-373
2913,-339
2914,-364
2915,-417
2916,-525
2917,-602
2918,-638
2919,-643
2920,-655
2921,-616
2922,-574
2923,-512
2924,-482
2925,-514
2926,-537
2927,-512
2928,-492
2929,-492
2930,-457
2931,-434
2932,-399
2933,-323
2934,-446
2935,-685
2936,-700
2937,-571
2938,-581
2939,-1431
2940,-1341
2941,1051
2942,9852
2943,9222
2944,981
2945,-852
2946,-589
2947,-755
2948,-742
2949,-642
2950,-714
2951,-1006
2952,-810
2953,-970
2954,-801
2955,-703
2956,-669
2957,-582
2958,-481
2959,-262
2960,-105
2961,174
2962,205
2963,268
2964,248
2965,250
2966,276
2967,281
2968,158
2969,-51
2970,-373
2971,-558
2972,-593
2973,-626
2974,-672
2975,-693
2976,-681
2977,-636
2978,-600
2979,-596
2980,-515
2981,-449
2982,-493
2983,-620
2984,-1071
2985,5773
2986,11928
2987,2032
2988,-549
2989,-349
2990,-781
2991,-625
2992,-871
2993,-803
2994,-1101
2995,-944
2996,-858
2997,-697
2998,-397
2999,-286
3000,-2548
3001,-870
3002,3783
3003,11519
3004,9723
3005,2413
3006,77
3007,-827
3008,-1287
3009,-1390
3010,-1136
3011,-1191
3012,-1452
3013,-1212
3014,-1100
3015,-763
3016,-484
3017,-474
3018,-351
3019,-406
3020,-502
3021,-550
3022,-458
3023,-300
3024,-272
3025,-209
3026,-173
3027,-203
3028,-176
3029,-219
3030,-77
3031,13
3032,207
3033,194
3034,353
3035,92
3036,-250
3037,-237
3038,-151
3039,-224
3040,-373
3041,-390
3042,-448
3043,-482
3044,-439
3045,-432
3046,-455
3047,-397
3048,-321
3049,-325
3050,-310
3051,-385
3052,-447
3053,-452
3054,-425
3055,-416
3056,-416
3057,-363
3058,-271
3059,-351
3060,-321
3061,-647
3062,-978
3063,-886
3064,-1008
3065,-930
3066,-2039
3067,-343
3068,3566
3069,10115
3070,11600
3071,3011
3072,718
3073,-599
3074,-1164
3075,-1233
3076,-1475
3077,-1253
3078,-1736
3079,-1636
3080,-1388
3081,-914
3082,-483
3083,-272
3084,-425
3085,-461
3086,-455
3087,-562
3088,-552
3089,-637
3090,-598
3091,-355
3092,-268
3093,146
3094,538
3095,789
3096,1002
3097,1171
3098,917
3099,540
3100,184
3101,-113
3102,-283
3103,-343
3104,-427
3105,-605
3106,-591
3107,-626
3108,-495
3109,-468
3110,-464
3111,-424
3112,-394
3113,-373
3114,-370
3115,-352
3116,-305
3117,-370
3118,-457
3119,-449
3120,-417
3121,-435
3122,-532
3123,-606
3124,-686
3125,-554
3126,-669
3127,-739
3128,-1857
3129,249
3130,4554
3131,10693
3132,11239
3133,2549
3134,384
3135,-827
3136,-1049
3137,-1185
3138,-965
3139,-854
3140,-1247
3141,-1167
3142,-953
3143,-609
3144,-411
3145,-380
3146,-420
3147,-455
3148,-432
3149,-465
3150,-447
3151,-447
3152,-411
3153,-346
3154,-200
3155,-48
3156,375
3157,496
3158,559
3159,598
3160,453
3161,407
3162,172
3163,92
3164,-83
3165,-229
3166,-408
3167,-528
3168,-465
3169,-392
3170,-320
3171,-237
3172,-270
3173,-149
3174,-322
3175,-370
3176,-350
3177,-387
3178,-397
3179,-375
3180,-401
3181,-473
3182,-326
3183,-310
3184,-117
3185,-224
3186,-285
3187,-221
3188,-273
3189,-348
3190,-409
3191,-482
3192,-532
3193,-691
3194,-943
3195,-917
3196,-660
3197,-863
3198,-1310
3199,-629
3200,2616
3201,9919
3202,12305
3203,4738
3204,637
3205,121
3206,-1300
3207,-1155
3208,-1403
3209,-1011
3210,-1273
3211,-1320
3212,-1075
3213,-847
3214,-440
3215,-332
3216,-346
3217,-281
3218,-366
3219,-453
3220,-462
3221,-422
3222,-283
3223,-250
3224,-102
3225,-186
3226,49
3227,-48
3228,215
3229,214
3230,266
3231,339
3232,147
3233,60
3234,-131
3235,-218
3236,-292
3237,-154
3238,-292
3239,-309
3240,-383
3241,-389
3242,-301
3243,-363
3244,-344
3245,-298
3246,-473
3247,-435
3248,-413
3249,-278
3250,-143
3251,-115
3252,-78
3253,-13
3254,-14
3255,-241
3256,-285
3257,-243
3258,-304
3259,-284
3260,-321
3261,-396
3262,-349
3263,-400
3264,-372
3265,-309
3266,-257
3267,-111
3268,-287
3269,-280
3270,-327
3271,-332
3272,-247
3273,-324
3274,-321
3275,-287
3276,-287
3277,-162
3278,-205
3279,-208
3280,-247
3281,-249
3282,-362
3283,-367
3284,-304
3285,-378
3286,-404
3287,-381
3288,-412
3289,-400
3290,-365
3291,-387
3292,-340
3293,-313
3294,-333
3295,-331
3296,-334
3297,-335
3298,-329
3299,-356
3300,-465
3301,-501
3302,-538
3303,-734
3304,-995
3305,-730
3306,-954
3307,-803
3308,-1451
3309,467
3310,6367
3311,12091
3312,8761
3313,1966
3314,443
3315,-1316
3316,-1382
3317,-1585
3318,-1319
3319,-1311
3320,-1596
3321,-1295
3322,-1009
3323,-635
3324,-295
3325,-285
3326,-327
3327,-399
3328,-464
3329,-577
3330,-573
3331,-544
3332,-464
3333,-357
3334,-333
3335,-302
3336,-225
3337,-226
3338,15
3339,105
3340,32
3341,138
3342,-8
3343,-42
3344,-142
3345,-225
3346,-312
3347,-364
3348,-424
3349,-551
3350,-562
3351,-528
3352,-441
3353,-379
3354,-418
3355,-536
3356,-543
3357,-593
3358,-733
3359,-687
3360,-797
3361,-731
3362,-1661
3363,-187
3364,4586
3365,10291
3366,10275
3367,2105
3368,257
3369,-808
3370,-1015
3371,-1136
3372,-1031
3373,-1011
3374,-1355
3375,-1232
3376,-1153
3377,-725
3378,-467
3379,-513
3380,-507
3381,-519
3382,-567
3383,-517
3384,-175
3385,-174
3386,7
3387,248
3388,240
3389,490
3390,623
3391,763
3392,842
3393,691
3394,450
3395,151
3396,-133
3397,-279
3398,-298
3399,-370
3400,-366
3401,-390
3402,-375
3403,-450
3404,-463
3405,-417
3406,-449
3407,-530
3408,-491
3409,-390
3410,-268
3411,-156
3412,-19
3413,-1
3414,-25
3415,-133
3416,-293
3417,-337
3418,-403
3419,-506
3420,-700
3421,-1027
3422,-900
3423,-637
3424,-580
3425,-540
3426,-854
3427,873
3428,6756
3429,11944
3430,7900
3431,914
3432,-182
3433,-1395
3434,-1562
3435,-1544
3436,-848
3437,-765
3438,-973
3439,-704
3440,-523
3441,-240
3442,-90
3443,-154
3444,-204
3445,-255
3446,-270
3447,-351
3448,-362
3449,-316
3450,-318
3451,-206
3452,-106
3453,-75
3454,62
3455,66
3456,234
3457,482
3458,592
3459,281
3460,22
3461,-178
3462,-286
3463,-228
3464,-203
3465,-274
3466,-295
3467,-302
3468,-341
3469,-309
3470,-234
3471,-315
3472,-312
3473,-322
3474,-306
3475,-227
3476,-202
3477,-263
3478,-267
3479,-301
3480,-460
3481,-356
3482,-227
3483,-247
3484,-334
3485,-365
3486,-453
3487,-515
3488,-421
3489,-395
3490,-440
3491,-474
3492,-460
3493,-619
3494,-673
3495,-643
3496,-653
3497,-983
3498,-1559
3499,-908
3500,2205
3501,9217
3502,12061
3503,4669
3504,631
3505,-16
3506,-1131
3507,-1018
3508,-1164
3509,-947
3510,-1293
3511,-1404
3512,-1359
3513,-1104
3514,-800
3515,-546
3516,-542
3517,-528
3518,-475
3519,-431
3520,-418
3521,-504
3522,-362
3523,-331
3524,-349
3525,-342
3526,-323
3527,-261
3528,-174
3529,81
3530,85
3531,235
3532,136
3533,167
3534,37
3535,-65
3536,-197
3537,-306
3538,-374
3539,-378
3540,-409
3541,-443
3542,-465
3543,-421
3544,-457
3545,-394
3546,-364
3547,-281
3548,-257
3549,-341
3550,-268
3551,-281
3552,-338
3553,-338
3554,-384
3555,-384
3556,-387
3557,-408
3558,-426
3559,-387
3560,-392
3561,-315
3562,-303
3563,-290
3564,-237
3565,-276
3566,-341
3567,-358
3568,-288
3569,-229
3570,-219
3571,-280
3572,-287
3573,-296
3574,-310
3575,-281
3576,-292
3577,-274
3578,-289
3579,-333
3580,-373
3581,-409
3582,-383
3583,-314
3584,-294
3585,-249
3586,-219
3587,-172
3588,-95
3589,129
3590,71
3591,164
3592,-34
3593,-171
3594,-375
3595,-759
3596,-867
3597,-716
3598,-777
3599,-859
3600,-1955
3601,-268
3602,4328
3603,10682
3604,11751
3605,2950
3606,875
3607,-422
3608,-1145
3609,-1254
3610,-1311
3611,-1169
3612,-1579
3613,-1421
3614,-1131
3615,-739
3616,-337
3617,-156
3618,-254
3619,-293
3620,-358
3621,-411
3622,-416
3623,-396
3624,-347
3625,-379
3626,-310
3627,-279
3628,-173
3629,-171
3630,-34
3631,-25
3632,216
3633,263
3634,255
3635,155
3636,11
3637,-89
3638,-173
3639,-204
3640,-323
3641,-419
3642,-442
3643,-483
3644,-458
3645,-310
3646,-300
3647,-264
3648,-301
3649,-377
3650,-425
3651,-410
3652,-447
3653,-453
3654,-459
3655,-574
3656,-693
3657,-947
3658,-678
3659,-729
3660,-815
3661,-1884
3662,-362
3663,4661
3664,10872
3665,10487
3666,1464
3667,373
3668,-862
3669,-955
3670,-1075
3671,-959
3672,-939
3673,-1234
3674,-1028
3675,-930
3676,-612
3677,-408
3678,-336
3679,-378
3680,-386
3681,-389
3682,-386
3683,-385
3684,-285
3685,-215
3686,-103
3687,49
3688,303
3689,493
3690,651
3691,882
3692,810
3693,793
3694,590
3695,413
3696,27
3697,-161
3698,-341
3699,-440
3700,-485
3701,-506
3702,-453
3703,-486
3704,-474
3705,-396
3706,-271
3707,-232
3708,-204
3709,-186
3710,-191
3711,-138
3712,-175
3713,-189
3714,-219
3715,-201
3716,-105
3717,-304
3718,-403
3719,-355
3720,-376
3721,-328
3722,-370
3723,-405
3724,-398
3725,-339
3726,-376
3727,-377
3728,-385
3729,-311
3730,-611
3731,-859
3732,-547
3733,-803
3734,-686
3735,-866
3736,1150
3737,7336
3738,11973
3739,6826
3740,896
3741,295
3742,-1245
3743,-924
3744,-1023
3745,-784
3746,-1041
3747,-1347
3748,-1105
3749,-958
3750,-648
3751,-449
3752,-428
3753,-451
3754,-498
3755,-442
3756,-354
3757,-302
3758,-361
3759,-394
3760,-457
3761,-449
3762,-427
3763,-362
3764,-317
3765,-294
3766,-174
3767,-36
3768,-121
3769,-345
3770,-624
3771,-857
3772,-953
3773,-935
3774,-983
3775,-980
3776,-936
3777,-894
3778,-704
3779,-566
3780,-434
3781,-413
3782,-410
3783,-416
3784,-434
3785,-560
3786,-580
3787,-507
3788,-621
3789,-542
3790,-507
3791,-493
3792,-372
3793,-389
3794,-394
3795,-376
3796,-406
3797,-422
3798,-378
3799,-348
3800,-368
3801,-328
3802,-377
3803,-337
3804,-319
3805,-243
3806,-145
3807,-183
3808,-283
3809,-483
3810,-625
3811,-827
3812,-634
3813,-632
3814,-884
3815,-478
3816,2087
3817,8880
3818,12370
3819,5381
3820,883
3821,167
3822,-1063
3823,-879
3824,-1045
3825,-808
3826,-1025
3827,-1159
3828,-1005
3829,-824
3830,-421
3831,-250
3832,-324
3833,-348
3834,-356
3835,-321
3836,-302
3837,-255
3838,-238
3839,-183
3840,-82
3841,-128
3842,-74
3843,92
3844,197
3845,289
3846,581
3847,731
3848,372
3849,235
3850,-14
3851,-80
3852,-157
3853,-228
3854,-251
3855,-314
3856,-296
3857,-320
3858,-183
3859,-140
3860,-156
3861,-131
3862,-319
3863,-316
3864,-318
3865,-339
3866,-279
3867,-225
3868,-316
3869,-251
3870,-247
3871,-299
3872,-233
3873,-210
3874,-237
3875,-206
3876,-263
3877,-257
3878,-289
3879,-235
3880,-246
3881,-191
3882,-292
3883,-309
3884,-311
3885,-430
3886,-396
3887,-368
3888,-369
3889,-353
3890,-307
3891,-305
3892,-258
3893,-319
3894,-411
3895,-349
3896,-408
3897,-460
3898,-372
3899,-393
3900,-461
3901,-412
3902,-443
3903,-473
3904,-440
3905,-938
3906,-1090
3907,-839
3908,-1016
3909,-1076
3910,-820
3911,1825
3912,9291
3913,12751
3914,5136
3915,752
3916,174
3917,-1237
3918,-1056
3919,-1375
3920,-1023
3921,-1434
3922,-1586
3923,-1365
3924,-1050
3925,-721
3926,-464
3927,-417
3928,-395
3929,-370
3930,-380
3931,-381
3932,-340
3933,-364
3934,-293
3935,-298
3936,-237
3937,-254
3938,-217
3939,-216
3940,-247
3941,-95
3942,14
3943,29
3944,-77
3945,-103
3946,-118
3947,-314
3948,-312
3949,-364
3950,-405
3951,-432
3952,-478
3953,-551
3954,-522
3955,-439
3956,-424
3957,-358
3958,-276
3959,-255
3960,-262
3961,-281
3962,-212
3963,-157
3964,-132
3965,-292
3966,-307
3967,-390
3968,-445
3969,-394
3970,-367
3971,-379
3972,-407
3973,-399
3974,-359
3975,-358
3976,-360
3977,-423
3978,-422
3979,-581
3980,-458
3981,-715
3982,-813
3983,-1886
3984,-186
3985,4429
3986,10443
3987,10546
3988,1823
3989,620
3990,-733
3991,-748
3992,-899
3993,-719
3994,-762
3995,-1189
3996,-980
3997,-876
3998,-585
3999,-260
4000,568
4001,1075
4002,752
4003,609
4004,101
4005,-647
4006,-313
4007,-150
4008,-213
4009,-197
4010,-55
4011,-863
4012,-611
4013,-398
4014,-722
4015,-1428
4016,-7809
4017,-4767
4018,3823
4019,8832
4020,-370
4021,-594
4022,-664
4023,672
4024,1641
4025,1760
4026,1617
4027,945
4028,132
4029,-260
4030,-245
4031,-197
4032,-778
4033,-1517
4034,-1811
4035,-2196
4036,-2156
4037,-2225
4038,-2592
4039,-2155
4040,-1795
4041,-1650
4042,-1008
4043,759
4044,1490
4045,1098
4046,1673
4047,1360
4048,681
4049,310
4050,355
4051,-319
4052,-542
4053,-771
4054,-1376
4055,-1251
4056,-653
4057,-888
4058,-523
4059,117
4060,316
4061,1312
4062,2166
4063,1664
4064,2494
4065,-2620
4066,-4134
4067,2757
4068,2449
4069,-1010
4070,-115
4071,-29
4072,-422
4073,-823
4074,-180
4075,-898
4076,-1286
4077,-869
4078,-623
4079,-243
4080,490
4081,1833
4082,2333
4083,2700
4084,2156
4085,1532
4086,373
4087,-351
4088,-639
4089,-837
4090,-1196
4091,-1182
4092,-1524
4093,-1806
4094,-1295
4095,-589
4096,165
4097,399
4098,702
4099,1302
4100,3114
4101,2138
4102,2271
4103,2461
4104,633
4105,312
4106,-90
4107,-580
4108,-471
4109,-363
4110,-594
4111,-931
4112,-1084
4113,-1377
4114,-793
4115,-25
4116,241
4117,4
4118,2135
4119,1567
4120,2664
4121,1797
4122,978
4123,789
4124,-241
4125,-630
4126,-938
4127,-832
4128,-736
4129,-1217
4130,-1052
4131,-1012
4132,-956
4133,-648
4134,-59
4135,182
4136,270
4137,1222
4138,2991
4139,2098
4140,1635
4141,1812
4142,-1319
4143,-5801
4144,-512
4145,7432
4146,-616
4147,-2558
4148,-1004
4149,-628
4150,-980
4151,-615
4152,-51
4153,276
4154,283
4155,1002
4156,1891
4157,1772
4158,1989
4159,1317
4160,441
4161,-58
4162,-102
4163,-891
4164,-1524
4165,-1389
4166,-2111
4167,-2947
4168,-2853
4169,-3101
4170,-2808
4171,-1352
4172,-843
4173,122
4174,2149
4175,3905
4176,2855
4177,3139
4178,3410
4179,892
4180,56
4181,-155
4182,-684
4183,-848
4184,-557
4185,-1045
4186,-1272
4187,-1014
4188,-1038
4189,-574
4190,-57
4191,-293
4192,722
4193,2965
4194,2554
4195,3659
4196,2906
4197,1699
4198,795
4199,481
4200,1
4201,-549
4202,-1048
4203,-662
4204,-1030
4205,-1504
4206,-1446
4207,-1397
4208,-1848
4209,-637
4210,-458
4211,918
4212,833
4213,986
4214,896
4215,833
4216,689
4217,420
4218,525
4219,134
4220,714
4221,199
4222,-338
4223,-559
4224,-773
4225,-986
4226,-1001
4227,-999
4228,-9
4229,149
4230,1181
4231,-318
4232,-5934
4233,512
4234,10024
4235,7432
4236,-1046
4237,-742
4238,-610
4239,-241
4240,-598
4241,-355
4242,-748
4243,-959
4244,-988
4245,-1299
4246,-540
4247,-89
4248,-30
4249,1285
4250,2811
4251,2687
4252,2503
4253,2250
4254,623
4255,-164
4256,-631
4257,-871
4258,-1172
4259,-1602
4260,-1992
4261,-1491
4262,-1282
4263,-889
4264,-153
4265,786
4266,1494
4267,1528
4268,2308
4269,4038
4270,3708
4271,2833
4272,1872
4273,928
4274,645
4275,62
4276,-423
4277,-563
4278,-317
4279,-630
4280,-1437
4281,-1231
4282,-1065
4283,-1061
4284,-820
4285,-884
4286,601
4287,2635
4288,1824
4289,2080
4290,2150
4291,1367
4292,426
4293,-137
4294,-285
4295,-239
4296,-248
4297,-244
4298,-468
4299,-537
4300,-550
4301,-423
4302,331
4303,-73
4304,313
4305,1573
4306,1249
4307,1334
4308,1669
4309,893
4310,100
4311,33
4312,-5590
4313,-4933
4314,3896
4315,8158
4316,-1609
4317,-1362
4318,-877
4319,-483
4320,-127
4321,625
4322,1283
4323,1054
4324,877
4325,499
4326,306
4327,519
4328,973
4329,987
4330,161
4331,-47
4332,-249
4333,-688
4334,-760
4335,-579
4336,-833
4337,-1271
4338,-942
4339,-861
4340,-997
4341,-133
4342,529
4343,939
4344,1331
4345,1166
4346,841
4347,505
4348,18
4349,-315
4350,-399
4351,-495
4352,-556
4353,-727
4354,-579
4355,-897
4356,-894
4357,-370
4358,-713
4359,930
4360,2759
4361,2466
4362,2148
4363,2762
4364,1841
4365,508
4366,-296
4367,-216
4368,-649
4369,-612
4370,-529
4371,-537
4372,-942
4373,-964
4374,-555
4375,-473
4376,-377
4377,-515
4378,-153
4379,1999
4380,1583
4381,1425
4382,1666
4383,1538
4384,889
4385,43
4386,73
4387,576
4388,-502
4389,-623
4390,-295
4391,-822
4392,-1138
4393,-503
4394,-1220
4395,-2948
4396,-6868
4397,2529
4398,12731
4399,3706
4400,555
4401,686
4402,492
4403,511
4404,45
4405,-29
4406,-547
4407,-695
4408,-1231
4409,-1026
4410,-1368
4411,-753
4412,-509
4413,-626
4414,-705
4415,44
4416,1450
4417,1112
4418,1178
4419,88
4420,-67
4421,-435
4422,-577
4423,-657
4424,-893
4425,-1133
4426,-1003
4427,-502
4428,-523
4429,-389
4430,-286
4431,-113
4432,-28
4433,631
4434,3122
4435,1758
4436,1212
4437,1268
4438,427
4439,-124
4440,43
4441,-533
4442,-878
4443,-27
4444,-636
4445,-1134
4446,-1275
4447,-1120
4448,-920
4449,-514
4450,300
4451,531
4452,1121
4453,2198
4454,1960
4455,2197
4456,2486
4457,555
4458,402
4459,-337
4460,-1043
4461,-729
4462,-2710
4463,-8590
4464,-3521
4465,6685
4466,9501
4467,-1470
4468,-1243
4469,-777
4470,-795
4471,-165
4472,1215
4473,1716
4474,1110
4475,918
4476,994
4477,602
4478,-41
4479,1
4480,-622
4481,-794
4482,-1028
4483,-1606
4484,-1876
4485,-2265
4486,-2641
4487,-2148
4488,-2041
4489,-1033
4490,-965
4491,263
4492,673
4493,1238
4494,1714
4495,1380
4496,911
4497,531
4498,23
4499,-676
4500,-783
4501,-306
4502,-720
4503,-879
4504,-1222
4505,-766
4506,-374
4507,-631
4508,276
4509,1614
4510,2064
4511,2126
4512,1627
4513,763
4514,314
4515,-74
4516,-494
4517,-961
4518,-1099
4519,-1004
4520,-1025
4521,-1038
4522,-1147
4523,-820
4524,-458
4525,-291
4526,-46
4527,1030
4528,782
4529,663
4530,2078
4531,-3033
4532,-3824
4533,2863
4534,7249
4535,-2097
4536,-1727
4537,-993
4538,-769
4539,-557
4540,-544
4541,-739
4542,-1282
4543,-1138
4544,-870
4545,-77
4546,1035
4547,2145
4548,1841
4549,1895
4550,847
4551,187
4552,-387
4553,-519
4554,-613
4555,-949
4556,-1793
4557,-2165
4558,-2337
4559,-2128
4560,-1916
4561,-1350
4562,-470
4563,71
4564,521
4565,2904
4566,2071
4567,1372
4568,1441
4569,429
4570,-167
4571,-394
4572,-686
4573,-799
4574,-865
4575,-1306
4576,-1037
4577,-844
4578,-906
4579,-883
4580,-449
4581,-278
4582,395
4583,1627
4584,1723
4585,1169
4586,1612
4587,1237
4588,237
4589,-165
4590,-526
4591,-725
4592,-730
4593,-1145
4594,-1751
4595,-1315
4596,-1061
4597,-605
4598,-502
4599,27
4600,4
4601,1030
4602,1526
4603,1992
4604,1478
4605,-361
4606,1107
4607,-4494
4608,-7290
4609,838
4610,7579
4611,-1078
4612,-2135
4613,-1443
4614,-572
4615,-681
4616,-589
4617,-467
4618,-361
4619,163
4620,1094
4621,2171
4622,1504
4623,1772
4624,1441
4625,966
4626,-72
4627,-464
4628,-784
4629,-1043
4630,-2193
4631,-2284
4632,-1981
4633,-2690
4634,-3319
4635,-1826
4636,-1378
4637,-1062
4638,424
4639,1612
4640,2790
4641,3197
4642,3461
4643,2286
4644,1263
4645,599
4646,35
4647,-475
4648,-782
4649,-1116
4650,-1221
4651,-779
4652,-938
4653,-898
4654,-501
4655,-372
4656,102
4657,1351
4658,1745
4659,1934
4660,3392
4661,1845
4662,909
4663,192
4664,334
4665,-352
4666,-459
4667,-568
4668,-618
4669,-659
4670,-1000
4671,-1018
4672,-863
4673,-567
4674,-184
4675,187
4676,1208
4677,1820
4678,1147
4679,1563
4680,871
4681,889
4682,228
4683,-362
4684,-438
4685,-640
4686,-765
4687,-654
4688,-1211
4689,-1091
4690,-606
4691,-68
4692,-122
4693,623
4694,-1576
4695,-4893
4696,1994
4697,12596
4698,4810
4699,-1259
4700,-338
4701,-911
4702,-527
4703,-864
4704,-626
4705,-1172
4706,-1329
4707,-1392
4708,-1435
4709,-697
4710,-147
4711,269
4712,1165
4713,1410
4714,1276
4715,1630
4716,685
4717,-174
4718,-468
4719,-1101
4720,-1918
4721,-1625
4722,-1810
4723,-1868
4724,-1777
4725,-1554
4726,-647
4727,169
4728,574
4729,722
4730,1351
4731,2331
4732,2398
4733,2691
4734,2209
4735,1208
4736,262
4737,-301
4738,-738
4739,-502
4740,-789
4741,-954
4742,-1174
4743,-997
4744,-1176
4745,-663
4746,-291
4747,-299
4748,190
4749,1500
4750,1023
4751,1022
4752,1299
4753,1112
4754,142
4755,-439
4756,-472
4757,-605
4758,-1637
4759,-1551
4760,-1409
4761,-915
4762,-1034
4763,-1087
4764,-818
4765,-166
4766,-190
4767,367
4768,1100
4769,1109
4770,1159
4771,677
4772,-45
4773,312
4774,435
4775,-458
4776,-1144
4777,-1854
4778,-6725
4779,-6596
4780,657
4781,4515
4782,-2429
4783,-2797
4784,-166
4785,282
4786,1388
4787,1900
4788,1533
4789,634
4790,157
4791,205
4792,190
4793,-284
4794,-816
4795,-1245
4796,-1214
4797,-1363
4798,-1574
4799,-1773
4800,-1452
4801,-1354
4802,-585
4803,-479
4804,40
4805,842
4806,842
4807,127
4808,-130
4809,154
4810,323
4811,258
4812,59
4813,-670
4814,-551
4815,-1174
4816,-1379
4817,-992
4818,-786
4819,-1125
4820,-893
4821,-140
